PROTID	Chip2_11cells_A10	Chip2_11cells_A11	Chip2_11cells_A12	Chip2_11cells_B10	Chip2_11cells_B11	Chip2_11cells_B12	Chip2_1cell_A3	Chip2_1cell_A4	Chip2_1cell_A5	Chip2_1cell_A6	Chip2_1cell_B3	Chip2_1cell_B4	Chip2_1cell_B5	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_A8	Chip2_3cells_A9	Chip2_3cells_B7	Chip2_3cells_B8	Chip2_3cells_B9
Q91WG2	364602.16	588531.10	570416.94	718477.20	536878.75	606357.25	48497.47	94036.90	53912.69	40439.61	67674.51	70743.41	62779.79	0.00	174882.45	160006.53	248649.69	92133.71	142113.55	145522.77
Q3TIR1	363801.12	496791.88	433457.97	725819.30	533668.06	401441.16	21690.98	66464.48	50538.72	47040.42	61980.95	57313.91	23640.19	11835.90	102334.77	107571.96	193231.56	85499.84	166579.81	123313.59
Q6P9L6	363004.44	132337.22	315721.12	301222.94	257360.16	215754.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	46292.63	138085.97	0.00	0.00
Q6P9R4	362794.34	596142.10	444185.60	507527.40	510619.60	523551.34	50548.89	34292.56	0.00	0.00	90271.72	42117.24	54965.73	0.00	107147.29	148858.28	144141.83	92378.77	141061.62	178173.08
Q8BTW3	362092.34	1133590.00	1030474.70	579933.50	1143601.00	1170215.10	174643.92	0.00	0.00	23584.21	154289.89	23092.16	153427.25	179087.84	412389.60	85753.41	203256.42	449023.70	459574.90	79669.98
Q9D6V8	361772.12	1273180.80	1596788.00	3629598.50	417500.90	2563348.50	0.00	320548.44	332690.94	440385.34	0.00	301545.70	388241.62	0.00	773928.10	475171.16	687094.06	444658.10	1064148.00	803268.44
Q9CY62	358818.47	360559.97	334368.40	591556.94	0.00	485956.62	0.00	91768.73	47558.66	0.00	55785.11	0.00	26763.10	0.00	121165.52	146716.73	157385.27	87069.88	146559.33	119921.12
Q8K2Z4	358488.60	1092480.80	899273.60	1318639.00	1776720.60	536547.50	75080.11	220048.75	59228.55	72028.80	176003.42	214767.11	207994.94	0.00	275348.25	250491.81	213068.88	347919.66	472827.44	341268.80
Q922W5	358252.53	0.00	0.00	317986.06	383062.25	265770.40	0.00	0.00	0.00	19625.45	0.00	48368.46	57362.90	0.00	154394.84	101350.56	90078.16	35159.24	129264.90	55528.45
Q60596	358230.94	344367.12	209998.12	460701.10	360490.53	243182.70	30256.40	112316.06	36089.45	19215.64	0.00	44875.41	44298.24	0.00	82556.97	96109.75	75399.75	76613.98	94688.67	72523.84
Q9CW46	358076.12	0.00	178345.84	602591.50	261353.20	284750.30	47624.68	103370.09	0.00	33588.72	103403.84	54179.18	121922.67	0.00	207492.25	80622.50	0.00	159446.03	110280.87	74101.81
Q9DC63	357336.47	744887.94	278219.88	514301.90	398991.12	390693.90	0.00	83971.81	99491.45	0.00	145509.11	101155.86	112628.65	0.00	223883.38	161422.88	181820.67	152312.58	0.00	186235.05
O88939	356587.53	377390.66	281466.66	399908.40	361835.40	304226.38	49470.58	47846.22	50366.28	54065.68	48127.33	51219.63	0.00	0.00	173896.31	112904.41	94767.13	98098.31	157554.78	81686.17
P63154	356026.22	494152.70	383768.75	459176.97	507886.30	366555.84	52543.33	47753.84	0.00	0.00	0.00	0.00	0.00	0.00	168359.16	105828.12	115360.27	99558.41	113637.04	86882.59
Q8C0E3	353242.88	602056.10	392992.16	799316.25	576625.75	842991.75	35493.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	137400.61	263027.30	248880.27	181141.27	154508.10	119161.76
Q3U821	351203.10	418922.10	195894.75	567819.60	384374.40	315970.20	103275.94	69551.65	50565.29	74329.10	91177.78	129237.37	93825.49	123608.44	174930.45	158253.23	163637.23	155843.56	169210.30	127161.02
Q64430	350476.75	0.00	490288.60	514119.25	496629.38	1061333.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P11881	349751.88	414778.60	318571.10	334218.80	259771.97	277913.20	0.00	35779.87	22989.22	0.00	40088.33	40455.21	14913.55	30026.61	0.00	72196.51	0.00	76872.63	59713.89	40559.15
P57746	349105.28	544035.90	537603.20	450803.34	678625.60	455568.00	43179.31	0.00	36385.80	43481.31	42676.32	39985.81	27293.88	0.00	102292.50	131832.05	154691.40	43532.84	115031.93	147225.50
Q9DB85	344841.56	371574.16	284402.00	491718.60	0.00	312587.50	113523.66	43200.81	29737.92	40730.97	49271.23	58016.25	54973.51	110161.51	117295.06	150843.78	118654.04	160872.19	131734.56	106054.68
Q3UI43	344418.06	551743.50	309278.56	544927.40	390092.10	321747.56	0.00	46366.07	28014.30	0.00	43328.21	42894.65	0.00	0.00	107132.65	91685.10	117765.40	104722.44	115304.84	104916.85
Q8BTS4	344169.70	1264937.80	1202135.60	1403523.50	1330363.80	1519896.40	102596.70	34576.59	79630.33	64296.84	162566.05	129846.05	32341.90	96061.58	321000.06	74126.11	327011.56	196732.03	285779.70	214765.34
Q8CFQ3	343676.62	520395.75	405311.12	505246.16	526059.60	302532.80	73495.88	127017.70	33475.46	69562.53	45408.57	52093.49	40467.58	29972.70	100668.48	51896.15	154294.90	128012.25	95729.38	71362.41
Q9D4F8	343597.00	638619.20	347271.12	671415.75	624778.30	327187.47	0.00	17332.19	0.00	0.00	24668.94	0.00	23425.45	0.00	66524.92	53984.91	107755.82	49193.10	84688.26	48762.15
Q9D6Y9	342842.50	683932.80	479075.34	667431.50	428590.00	432954.28	29500.39	59251.16	0.00	36167.01	108621.53	52432.82	44839.67	0.00	197548.94	105599.85	222676.33	123431.40	121372.72	104996.81
Q4PJX1	339569.12	429937.66	451600.50	555678.25	507169.70	366533.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q9CR20	339373.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q5DTM8	337350.80	302312.30	190810.17	303279.06	291993.44	262401.06	57942.60	49781.80	0.00	0.00	0.00	0.00	29681.82	0.00	110268.31	80537.48	76313.75	107566.00	126654.81	65491.26
Q6P3A8	334839.12	0.00	165443.39	0.00	0.00	0.00	55360.34	30199.09	0.00	0.00	0.00	0.00	0.00	23933.77	0.00	0.00	0.00	51643.67	0.00	0.00
Q8BNI4	333677.10	403571.16	316624.60	431100.00	0.00	0.00	0.00	0.00	0.00	0.00	120442.43	0.00	0.00	0.00	181191.22	0.00	0.00	0.00	0.00	0.00
P35288	330207.22	246867.81	222963.81	274064.78	314952.78	180131.40	0.00	55525.63	0.00	0.00	0.00	0.00	0.00	0.00	105968.37	65903.46	221894.12	182938.81	114231.31	90246.77
Q8BGX2	329241.00	383602.84	203383.44	416686.34	294938.28	325110.34	58604.20	42913.59	48717.43	53236.45	92307.53	68119.74	74110.31	72696.03	131390.58	111904.66	119317.60	82183.33	110104.34	102270.06
Q9DBY8	328668.22	500336.60	218387.06	438584.34	461170.60	263713.34	52919.61	74652.95	43415.90	0.00	48257.08	79940.22	66048.94	125174.23	152689.66	82344.33	128081.31	149607.77	130347.21	82580.30
Q9D061	327583.70	455547.94	298935.97	1188284.50	562565.40	756125.60	0.00	0.00	38496.99	0.00	90518.04	0.00	0.00	0.00	299327.30	267640.56	442203.00	361053.50	383236.16	124801.38
Q9CQJ2	327571.90	447538.78	334938.40	622391.60	349679.66	293924.70	35827.02	63905.68	35647.98	27178.85	68492.14	75904.14	50457.65	0.00	155009.66	97024.43	163761.97	118715.70	122692.79	104790.81
Q52KR3	326023.80	326211.30	0.00	575135.56	296600.75	378391.40	21687.20	81834.65	81805.36	55727.16	345942.80	125036.20	110780.94	0.00	218737.34	326500.80	288889.53	140337.88	300217.25	152173.58
P33610	325509.78	293094.75	321369.44	515374.47	537519.94	328920.44	0.00	0.00	0.00	0.00	28256.89	0.00	52559.34	0.00	117218.99	70418.86	111079.56	107185.69	97165.34	80536.84
Q5SSH7	324441.00	508799.25	376766.66	556155.75	526943.56	509157.84	31107.68	34943.85	0.00	36767.28	73307.99	52611.97	0.00	0.00	107398.98	171503.64	163723.30	95678.47	154807.90	137993.67
Q8VC28	324127.30	666136.60	381918.90	836330.10	874898.90	402025.40	22484.12	17339.82	0.00	0.00	26990.79	0.00	0.00	0.00	169699.10	116763.33	309130.94	0.00	117741.75	136488.06
P54729	322368.56	408594.84	489488.38	404484.34	377375.80	337785.62	0.00	86017.42	55008.03	41848.48	102583.52	84154.42	57306.09	0.00	0.00	115137.67	183569.19	75630.75	0.00	106532.50
Q5EBG8	320884.34	495619.38	223505.33	432677.22	311113.70	301264.94	43723.21	49749.27	47673.31	0.00	138026.95	0.00	55495.96	0.00	148559.03	128294.96	136037.75	97244.27	182601.45	116574.82
P62315	312366.66	513077.62	307525.60	354698.38	379314.88	408576.66	77867.79	54205.47	48351.78	48516.63	41416.17	52973.52	51653.15	36826.27	119968.69	98639.24	125438.48	99710.96	126291.96	92704.63
Q9D7E4	307445.06	337070.28	266553.60	542322.44	367882.16	286398.00	0.00	47360.66	0.00	62244.41	91911.23	60203.33	0.00	19998.72	107146.66	81171.20	104521.98	99542.24	142370.66	110733.00
P53762	306865.56	176767.53	299859.80	470446.10	433823.62	242328.10	0.00	0.00	0.00	0.00	0.00	23734.70	0.00	0.00	118526.02	30353.59	76305.86	68190.00	90982.05	83656.87
Q9CRA8	306327.60	369946.50	0.00	371039.06	0.00	0.00	22823.53	30847.74	16704.61	0.00	25805.18	33556.65	29264.75	0.00	89826.01	66694.93	0.00	97532.64	0.00	0.00
Q9DC48	305894.53	292331.44	152762.39	589830.70	284557.50	241433.80	83159.42	71426.98	69504.26	61831.81	57830.89	104399.85	90351.73	65867.14	267514.62	236500.30	200259.45	171464.06	267015.28	86078.24
Q9QWT9	304007.62	586799.06	1017001.25	917500.50	1343678.00	146802.64	0.00	246154.97	0.00	0.00	0.00	70056.73	308931.10	0.00	230289.38	195037.34	0.00	80664.06	206711.61	0.00
Q9CQX4	302803.94	335695.56	329565.38	887461.90	450160.94	235884.10	0.00	111937.61	0.00	0.00	0.00	0.00	46966.60	0.00	51264.13	167124.44	82401.47	155884.75	0.00	59453.45
P62322	301395.56	530054.44	281901.70	489179.84	412644.10	0.00	0.00	0.00	63908.67	0.00	0.00	81226.65	121572.63	0.00	181224.61	97148.27	0.00	0.00	263366.72	180725.38
Q9Z2A0	299920.25	463687.60	331767.70	445441.53	374242.88	257911.33	0.00	58411.78	38652.84	0.00	51704.56	0.00	0.00	0.00	0.00	0.00	86703.45	0.00	144610.81	0.00
E9Q5G3	299829.10	237021.06	753285.00	563113.10	847779.00	0.00	0.00	80064.99	14068.21	0.00	0.00	39794.73	119267.98	0.00	76856.44	105144.19	28566.31	70647.29	42273.43	145694.20
Q9CWU6	297582.62	0.00	0.00	0.00	332465.72	323746.75	25674.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66029.74	0.00	0.00	0.00	44462.11
Q8K301	297335.97	507839.00	310942.72	494883.78	385871.22	437633.06	105365.34	61165.53	48500.45	24566.83	31122.73	51959.82	45596.08	48358.63	120001.91	88125.25	60902.83	110433.47	137522.48	63168.16
Q9R233	294092.50	578884.20	356185.06	450231.28	332428.75	291896.84	0.00	0.00	22980.15	0.00	0.00	0.00	58123.66	0.00	92391.85	0.00	102846.69	62221.21	59827.34	46712.80
A2AIV2	293172.88	330100.80	0.00	522317.60	0.00	351094.97	54167.27	52090.87	0.00	44004.17	35734.47	44595.95	32132.71	45347.97	119137.44	81742.79	67960.32	86492.63	97854.69	80932.26
Q99M71	292878.06	248124.55	189991.31	223377.20	264470.44	242335.08	0.00	0.00	44893.88	0.00	36505.28	38897.84	0.00	0.00	61060.95	67541.54	151964.77	0.00	67301.25	79005.64
Q9CWY8	290864.25	0.00	187544.12	339772.47	298751.10	0.00	0.00	37345.53	0.00	0.00	0.00	39202.88	28972.16	0.00	0.00	0.00	0.00	0.00	70721.02	0.00
Q9D967	290182.88	534072.56	334097.66	454199.75	644327.06	479569.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	90935.79	127183.73	191170.47	112310.00	189345.97	98657.15
Q61508	288648.22	442815.75	250546.73	259167.84	267475.38	190886.14	0.00	0.00	33185.77	0.00	131505.97	0.00	0.00	0.00	71713.09	47568.79	85097.36	0.00	0.00	64956.11
Q8CCI5	284984.53	275791.90	118894.22	438592.40	257946.05	185588.69	0.00	40962.65	0.00	20873.46	0.00	0.00	0.00	0.00	91234.26	70459.70	61785.05	0.00	65344.79	77236.20
Q9Z0E0	282264.12	245617.95	226110.56	324099.25	267980.40	210869.58	32141.98	39245.02	38867.54	56136.47	79183.94	80503.72	60799.95	13224.83	85760.56	101600.34	144893.20	110944.94	159136.97	117152.41
Q9DAA6	281993.22	319434.25	245957.84	500511.50	405489.03	227988.42	0.00	0.00	27721.78	0.00	0.00	0.00	0.00	24023.08	86631.34	63264.88	0.00	103007.02	119751.02	58531.32
Q99LI2	278815.10	280751.34	203533.30	315901.62	393691.47	428571.22	48901.39	50885.21	54597.56	27476.90	77703.80	45762.94	51233.81	14041.33	108013.77	76166.10	124897.41	104837.28	130634.20	78520.90
Q7TMY7	276191.16	504324.88	427503.80	637197.44	597054.60	303969.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q9DCJ1	275229.03	336702.56	261128.55	351003.16	315956.88	324840.80	22473.91	37175.02	0.00	29615.65	76667.38	49664.96	0.00	14498.37	96766.54	113945.35	130479.27	84616.30	123096.15	116842.02
Q3TB82	274854.90	639438.80	439869.40	528290.30	289792.78	254115.56	35856.46	65738.16	0.00	33077.40	69256.66	44044.11	53816.39	0.00	84296.69	103579.02	253737.89	93521.56	74045.14	111535.47
Q8VCX6	273438.10	385619.28	283519.47	341674.78	364950.16	323484.44	45836.06	0.00	50123.27	60894.25	103759.81	83244.70	53446.24	0.00	80116.88	86409.50	117640.41	84463.44	89093.15	98745.03
P62488	273260.97	422595.44	215584.53	382610.75	416815.62	331578.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	38157.42	0.00	56355.30	25978.07	0.00	0.00
Q8C3Y4	273025.38	0.00	282868.50	0.00	0.00	255049.69	22590.75	61118.07	41087.80	30776.01	0.00	91000.77	54254.61	0.00	120137.86	84060.06	0.00	0.00	0.00	0.00
O89050	267385.25	180134.64	128745.03	0.00	355910.25	170582.22	0.00	37530.91	34024.70	0.00	36238.14	43976.56	27308.62	19488.54	59987.58	0.00	0.00	53527.40	0.00	52784.17
Q9DBF1	267183.00	290542.06	451698.80	656286.10	272081.53	363704.94	23112.25	67125.13	45082.28	47090.05	27955.28	26357.07	25503.98	0.00	87385.98	89487.13	163744.56	106822.19	149887.56	148453.84
Q8CG79	263854.94	380424.16	285600.80	0.00	373991.78	288201.20	0.00	0.00	42973.58	0.00	0.00	0.00	0.00	0.00	116160.56	0.00	91085.09	0.00	88241.29	0.00
A2ABV5	261800.56	176362.81	233094.33	310490.53	400410.16	242883.27	41837.80	36469.63	30270.56	24283.29	41372.38	23510.07	63412.73	0.00	142482.83	0.00	0.00	0.00	98902.81	0.00
Q91Z67	255775.81	364000.60	281910.06	394263.66	387335.38	311376.20	0.00	61982.18	56750.17	59234.71	64966.04	50781.45	50138.82	0.00	139690.97	115483.52	144027.33	118290.41	159686.70	151874.94
Q61037	255198.17	312407.20	273147.75	386128.62	410250.60	248754.19	0.00	42546.65	39033.74	0.00	59943.34	0.00	48749.77	0.00	78156.66	160924.22	200673.69	46763.36	108539.45	74951.13
Q9Z2D3	253950.12	289401.80	218733.14	318676.50	316033.06	226709.42	0.00	90914.73	0.00	0.00	0.00	0.00	0.00	0.00	418263.00	171974.66	133691.03	149801.06	243440.06	199942.17
Q8BKT8	252724.40	372948.66	298378.88	466448.50	538445.56	233128.98	0.00	0.00	18361.89	0.00	71741.13	0.00	62631.96	0.00	116159.88	71991.91	113619.19	100246.78	124200.52	113446.41
P52633	250004.80	312423.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q924M7	248489.20	148796.98	90618.27	134799.10	148436.69	118842.04	0.00	28588.79	0.00	0.00	67076.52	0.00	0.00	0.00	0.00	36757.94	69508.86	37670.65	0.00	0.00
Q8CFE3	246522.55	263340.62	254367.66	285570.25	244609.67	252658.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61018.65	86454.11	66649.91	64363.18	105514.88	61591.12
Q924S8	244954.81	712671.75	280701.00	516958.84	642167.80	343762.44	220881.92	0.00	297426.94	102847.54	72286.87	59782.89	94429.31	35029.45	185093.00	0.00	645359.25	214448.08	176302.17	150037.73
Q9D074	242044.17	310328.22	192212.52	304474.56	379154.03	204292.69	129745.98	0.00	177744.92	0.00	81341.94	0.00	90677.97	29919.39	132288.55	59522.67	200897.08	100880.29	48045.42	79196.39
Q8CDM8	234035.50	845837.25	278169.66	1092125.00	1183910.60	1232861.20	66048.05	27151.56	0.00	0.00	82107.58	87415.83	50840.10	0.00	107370.94	171124.88	405301.53	138247.90	0.00	199271.56
Q8CIE4	232927.92	340132.22	0.00	525792.00	297414.47	247858.75	0.00	23431.08	0.00	0.00	58692.09	26595.59	0.00	0.00	66749.17	47784.74	119316.12	72874.28	81836.84	52416.56
contam_sp|P09211|GSTP1_HUMAN	230892.05	225850.08	570524.50	0.00	282606.80	153593.84	22945.76	0.00	44965.88	0.00	0.00	0.00	38160.77	0.00	0.00	0.00	116684.51	75599.95	0.00	56507.83
Q8R0J7	229277.80	317166.16	207248.83	320237.62	317882.30	243858.58	0.00	34456.66	40138.23	31214.99	83964.27	43704.07	0.00	0.00	91752.29	67246.27	73095.86	0.00	96496.59	75212.96
Q6ZQK0	229063.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P07607	228533.28	0.00	173097.05	136461.66	0.00	0.00	0.00	0.00	59170.41	0.00	0.00	159742.60	0.00	0.00	0.00	112478.30	106693.85	151052.00	174007.50	0.00
Q8CG14	217987.50	381418.25	498953.60	406558.47	364972.16	304319.00	0.00	0.00	247072.94	23483.20	22597.93	0.00	0.00	0.00	0.00	112823.97	230414.75	0.00	23675.23	0.00
Q9R0Q4	216808.14	0.00	0.00	137816.22	193041.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O88286	215629.45	146285.45	195872.10	334861.78	267310.06	143546.11	52368.13	42360.46	0.00	0.00	0.00	38568.31	42216.37	0.00	61654.83	84327.58	43292.07	44423.90	75831.06	38400.35
Q8R0P4	213975.33	934712.90	985543.20	290768.62	939519.20	768845.56	0.00	41718.48	0.00	0.00	275752.20	46156.50	215093.58	0.00	111191.20	158751.48	904096.00	158958.40	162211.84	627884.90
P60603	212789.48	218649.02	479698.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
O35075	210197.56	291478.00	243493.92	249825.31	321089.28	224514.88	14787.42	0.00	27510.68	0.00	42644.65	24378.94	0.00	0.00	68149.30	33656.33	82186.21	0.00	0.00	0.00
O55239	209754.90	0.00	95437.69	170226.45	197987.06	100678.13	0.00	0.00	50255.37	0.00	68220.77	0.00	56905.33	0.00	0.00	0.00	0.00	0.00	0.00	142379.25
A8Y5H7	208004.70	339993.84	219127.45	448504.16	316307.84	316180.94	30378.59	30653.83	30833.85	29641.84	54049.75	43118.32	37967.58	0.00	110224.28	93353.81	141834.60	70300.97	108553.24	79739.55
Q9Z179	199410.48	152803.16	332026.22	228423.30	379105.84	123920.28	0.00	82809.75	19991.54	0.00	0.00	84941.25	65018.87	0.00	139800.00	92067.57	58209.80	177192.95	166785.48	53249.30
Q8R0A7	198704.39	0.00	254265.83	273173.70	259969.97	335277.53	0.00	0.00	0.00	0.00	48736.17	0.00	0.00	0.00	0.00	69595.34	63966.70	41392.96	75726.43	84158.66
Q04692	198444.19	170219.28	182014.92	187856.44	168274.02	102436.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55904.79	0.00	0.00	0.00
Q60738	192269.33	0.00	0.00	0.00	238375.06	0.00	0.00	0.00	25011.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Q9DB29	185898.39	237226.17	183155.98	0.00	170013.84	132663.17	0.00	17834.68	36036.30	47546.02	27756.24	21866.22	0.00	0.00	41822.26	54672.29	38168.30	28018.10	64536.35	0.00
Q05BC3	185079.52	507354.06	319480.00	397877.00	522609.10	254126.70	0.00	0.00	28972.62	23868.77	20025.86	22400.24	13405.00	0.00	146666.11	113962.17	48767.41	95329.52	96330.00	195814.08
Q8K3H0	180780.11	458066.20	298887.88	404655.94	487535.72	366034.80	38158.76	76041.13	92979.64	60354.49	69649.04	26485.34	146880.72	12349.23	47420.84	64909.36	171183.14	143411.56	157673.75	164175.84
Q9JKX4	179929.40	198989.31	0.00	220761.72	229210.36	198023.31	14440.51	0.00	0.00	0.00	0.00	0.00	0.00	35050.20	58118.73	0.00	0.00	0.00	0.00	0.00
Q8K3Z9	178612.36	0.00	196284.92	226947.95	0.00	276790.90	41861.89	46374.17	44409.06	44051.29	53230.73	54479.04	39568.52	50286.35	90194.59	54185.64	80735.41	65972.23	84134.52	0.00
Q8CGB3	176249.19	156117.05	128061.60	168613.50	152932.62	151446.45	0.00	20958.60	0.00	0.00	27671.17	24411.84	0.00	0.00	0.00	71593.59	0.00	42703.12	73351.63	51945.77
Q9D1H7	175428.77	228552.05	99898.21	232442.38	184819.38	109369.78	0.00	0.00	0.00	20232.02	56003.30	0.00	0.00	0.00	45757.16	0.00	72536.56	44748.38	52914.95	59113.88
Q8BYY4	170226.02	86549.25	187886.44	216195.42	200697.52	223563.06	0.00	27528.34	45290.61	0.00	69684.84	45254.81	59009.29	0.00	57167.87	0.00	133195.53	87237.64	139010.80	71301.27
Q9WVL2	163918.31	220022.75	184414.92	202440.19	169431.53	269142.80	0.00	17815.04	20637.29	20774.32	19155.32	16854.98	0.00	0.00	35459.55	28114.99	108105.23	0.00	53924.09	49615.85
Q9EPQ7	158398.50	122083.12	176885.70	151246.14	183227.17	102802.88	0.00	125675.53	78563.20	79728.70	0.00	76997.71	119854.84	0.00	174242.28	68123.80	140102.19	61471.24	95764.99	73309.84
Q8K2K6	155098.62	321569.38	208865.44	282476.03	335144.50	308418.25	0.00	24865.99	0.00	18014.75	41063.52	24236.30	25099.79	0.00	59086.51	49151.51	59204.61	63091.36	87168.02	59815.06
P97499	153625.22	193021.48	197993.67	202388.72	163109.31	156050.03	0.00	0.00	0.00	0.00	0.00	26147.27	0.00	0.00	54511.69	48404.53	85244.98	0.00	42195.38	47393.24
O54910	152590.06	355770.62	128434.02	303599.88	249534.47	0.00	13527.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	69841.34	68966.70	53179.28	0.00	60669.09
Q9D7V9	152566.19	87797.34	55808.92	94889.74	97302.38	61191.78	48870.81	0.00	19250.52	19272.63	34678.58	0.00	48346.59	0.00	27400.29	0.00	67605.76	0.00	0.00	40213.58
Q9JLB2	152412.52	160630.62	171366.62	197773.95	257214.31	206160.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	69224.21	53133.95	0.00	0.00	0.00	55725.92
P97376	151945.62	0.00	85612.97	229879.83	141598.31	0.00	57580.45	171446.88	118572.69	85185.58	51804.54	200493.94	22274.65	0.00	56526.36	410728.60	0.00	237814.17	303241.90	30046.92
Q9JKP8	148852.77	366065.62	193549.50	212912.19	302256.06	153530.58	0.00	46675.02	0.00	31208.04	50814.74	39178.66	28790.88	19013.47	55081.51	103299.98	35967.46	134172.81	166952.05	0.00
P97355	143378.02	217411.67	144734.33	385092.56	160203.53	162447.50	0.00	0.00	0.00	0.00	44104.04	0.00	0.00	0.00	42613.90	41760.29	57221.86	55765.15	58248.19	51195.79
P97329	140307.78	0.00	405541.38	207429.23	475205.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	51913.46	0.00	85122.41	108517.57	0.00	57507.52	0.00	0.00
Q8VI75	140233.50	0.00	153971.97	352365.70	0.00	103025.55	0.00	24937.69	0.00	22963.04	0.00	0.00	0.00	0.00	0.00	15377.66	51724.24	0.00	36173.81	0.00
Q8VHK9	139556.98	173848.30	110081.39	216816.31	141907.77	0.00	0.00	22981.66	22299.16	22339.65	41360.12	34695.32	38162.34	0.00	0.00	12680.30	29975.64	26109.41	36906.61	33227.68
Q5NCF2	132327.50	445991.88	135033.34	172671.05	204749.84	177001.17	0.00	0.00	0.00	17530.92	29580.87	0.00	0.00	0.00	20066.46	0.00	0.00	27311.17	44183.04	0.00
P20664	131166.10	48590.50	0.00	90508.57	0.00	0.00	0.00	21588.51	12803.05	0.00	0.00	21784.86	15386.75	0.00	44678.71	22481.77	37382.91	38321.55	55166.98	29016.59
Q60862	123601.40	253467.92	156072.31	0.00	0.00	0.00	25521.45	53212.39	0.00	30207.42	0.00	0.00	18490.59	33537.33	0.00	0.00	0.00	0.00	0.00	0.00
Q8BIZ6	119908.64	116751.03	0.00	0.00	149617.44	0.00	22409.74	15401.12	10766.04	17514.64	0.00	26538.90	19486.29	0.00	0.00	43723.38	0.00	34083.71	51133.73	0.00
Q6ZQ88	118595.71	99917.38	80880.52	205946.56	151604.84	109788.12	0.00	0.00	0.00	0.00	0.00	19473.63	0.00	0.00	50119.97	33712.04	0.00	0.00	0.00	0.00
Q9CVD2	117729.50	151377.31	0.00	167836.53	172139.39	143040.98	0.00	0.00	27960.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33228.36	47534.11	48990.91
O35969	117077.59	281516.10	184656.47	252628.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27296.21	0.00	0.00	0.00	89980.56	30914.96	0.00	0.00
Q91YJ3	114670.29	238598.20	136743.22	224149.58	164229.72	142540.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18501.93	22575.45	23372.48	23603.13	27198.70	18633.99
Q9CZH3	109304.48	212201.00	90081.88	248911.02	335020.84	231524.38	17961.67	0.00	51345.98	0.00	25505.04	21438.66	27656.86	0.00	0.00	27744.19	127342.52	20466.41	31183.85	19357.07
Q80YV4	98280.20	196427.75	100803.31	166108.84	94690.40	135605.11	0.00	13377.30	7539.15	0.00	16400.76	0.00	0.00	0.00	37547.96	0.00	0.00	0.00	0.00	43396.59
E9PVX6	96944.26	0.00	239563.30	207761.78	297940.30	69041.64	0.00	85244.48	0.00	0.00	0.00	0.00	43990.72	0.00	74158.56	61863.14	0.00	85638.05	0.00	0.00
Q924T7	95844.40	182591.95	89535.41	0.00	93040.98	118707.28	0.00	0.00	26692.81	0.00	21720.72	0.00	28680.40	0.00	60637.11	81478.38	142172.97	56821.78	0.00	65038.37
Q9JKS5	90852.09	81588.09	77323.08	0.00	0.00	93835.81	0.00	0.00	45984.89	30442.31	68084.55	47025.15	0.00	0.00	0.00	59097.44	0.00	0.00	87720.24	0.00
Q91W45	89641.93	0.00	137016.31	114299.48	94945.40	99282.73	0.00	27086.77	35289.73	0.00	26228.84	33370.99	37839.65	0.00	74901.53	34161.42	37806.60	0.00	63096.40	35058.11
Q61414	87385.31	366810.70	90692.03	266132.90	0.00	78102.01	103963.52	8941963.00	155338.36	133606.08	244072.48	257998.66	69103.69	107229.92	59986.91	71682.38	58700.11	49362.61	89167.76	72267.68
