"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8"
"Ola1",19.2221431255086,20.5913902079234,19.6770827540523,20.6823928018634,19.3945341446822,19.3904845882896,20.0201008698796,20.2996301892804,20.5127916993287,20.4281719271644,19.2071151741846,20.5597739837738,19.3363609443035,18.87794635468,19.1216258452892,20.4027525312443,19.9606172356859,20.9900274507705,20.0570660052536,19.4309377223713,20.5509419029735,19.4356087530769,19.7208070466438,20.7630949020451,19.1800809981717,19.492617716402,20.3293284412583
"Opa1",18.0472856243787,18.0079727025812,17.5357540670911,17.0549050906166,17.713731640213,17.2161721555745,16.8650709305674,17.8115670768418,17.5811521369701,17.6569723184938,17.3689459677253,17.1228077909951,18.0584081950089,17.4201454391811,18.1106801992098,18.1281467865445,17.6985633987313,17.9538818663956,17.4789559111491,17.9942071661437,17.4132828705926,17.8957056767668,18.3228311217352,17.4855216893488,17.1206107895273,18.1558895195502,17.0489637346393
"Osbp",18.3404378526136,16.554085730896,18.4543480519213,16.5265316999728,17.8901841194891,17.9717966784905,16.4910118714258,18.3833717080358,17.9317335035193,18.1694701289176,18.1473194215068,17.9028014809939,17.940156943735,17.6754387337259,18.0399592404094,16.2662365977305,18.1277493645229,16.6998293336155,16.7994623340641,17.9624040899442,16.5786470364648,18.0416300816401,18.3864194398756,16.6041202022932,18.1132590282653,17.3504938704102,17.899985014596
"Ostc",17.7376568634303,17.9160807748856,17.5246127998065,16.7959473087284,17.0528975148617,16.7747397153788,17.1322300474554,16.666245823441,17.6796538007244,17.3449911542991,17.6458605358588,17.5255994216591,17.5447706272428,16.9702710468241,16.9459565171419,17.9063416697853,17.4470877145015,17.0363095693304,16.9928715168777,17.3268406312631,17.0797590444331,17.8302612525941,16.9631720365694,16.9966800432782,17.5234523687986,16.8264515669189,17.5791790056029
"Ostf1",17.7720343230883,18.2506622782339,18.1080116268688,18.2127616352949,18.3829305461693,17.8061524649211,18.4540093819805,18.1342203069817,17.948095736615,18.1736550939339,18.3470273999268,17.4528137183604,17.7017691919987,18.440342860333,18.2276445940927,18.0452324375382,18.2258872122192,18.0687711606712,18.0124067710206,17.432391502986,18.0280857033608,18.0951479784859,17.3397774501738,18.0714776033465,18.0714476728226,18.3894685722366,18.238012732501
"Otub1",20.029426461383,20.2771515108798,20.1924310569562,19.9508314769661,19.8738181950021,19.5772067392976,19.6713169972136,19.9801871825457,19.8261926874199,19.8299390097547,20.0838529965767,19.8523412613444,19.9162362305329,19.8168782373603,19.5008362474406,19.6482338218756,19.499833243858,19.5813222350678,19.7789047530454,19.537522963004,19.6190771145058,20.12612734754,19.8949079005735,19.775172885489,19.6865800223752,19.8447904629164,19.7330687656647
"Oxct1",20.048223872654,19.8763899892043,19.9288165939792,19.2071190259846,19.9260511265892,20.4266223993181,20.345679314351,20.1171278065186,19.4287839083704,19.7104114828179,19.7673075732159,19.490357194068,20.26180133993,19.7227209948523,20.0787326554391,20.026981579455,19.6307183812374,20.3062693379517,20.0299164105913,20.3213495358422,19.9095542517032,20.1417458055555,19.9078163875986,19.8894971139858,19.9654759204417,19.9211340104018,19.856404291765
"Oxsr1",17.920429618217,18.5120341384925,17.9019741346858,18.1417282908386,18.2226623432772,18.2367608486669,17.2847699010604,17.7360574037735,18.0944184385278,17.5339568157763,17.3838457937183,17.2859989200406,18.3765746647573,18.2785364598685,18.4735395706075,18.9792466711953,18.0666253312901,17.598447231447,17.4416482630293,18.1286897718418,16.90542023247,18.0232403909742,17.8658597186801,17.0565201969788,17.7644076270412,17.9825974366883,17.4519941161306
"P10404",19.0942957525667,18.5705930071759,19.6185948231019,18.4856072239179,19.3375875360688,19.103405299523,19.3144653078615,19.2839187482206,18.843430612005,19.0597385920793,18.4143259097451,19.3774284958424,20.7168836443024,19.3703348877151,19.4477923104265,18.9639403289642,18.5589012192678,19.1394936925158,19.2798323471673,19.3624599884762,19.0092053496063,18.9550932801675,18.7121640824166,19.0739450111833,18.6468896989157,19.3365361515846,18.9067502469728
"P22777",14.1311145187843,17.6007752013886,16.0708171681668,14.1591305022999,17.1733930339987,17.9033628648022,16.6312140728553,14.2634982913292,14.1280584026937,17.2510243874231,17.2703378944952,17.3134106217425,15.7212382860801,14.7824076606099,15.0280456812743,17.2182148133808,15.849441011885,17.3090260626566,17.8626500731524,16.6146002009687,17.5583623984658,15.0784262041842,17.2563684982322,16.3973677395668,17.1553873264503,16.5627477417507,15.2404770303947
"P3h1",18.3766687911379,18.9194886493661,18.5950322278391,18.3122848187481,18.262718460166,18.7804599322685,18.703993029145,18.6358553389814,18.260584909033,18.4752304613068,18.7907317340231,18.2662027247265,19.0596906662797,18.4621414679436,19.0771628700198,18.8449680903592,18.7043012602747,17.3159492537587,18.580424521685,18.1295558041581,18.1303518691729,18.7281540598481,18.5470453270662,18.2484305229505,18.7265378206608,18.1135893533764,18.3871468169864
"P4ha1",18.3877554223071,20.8996426122634,21.2126157630663,20.7893130635225,17.6959709857405,20.9206779187909,19.3232413707423,18.9997748794268,19.9726291124617,19.9893800282444,22.0797206228892,19.0101671758347,20.5037237177345,20.6951106988549,20.5788242054366,20.3628645483715,21.4474009189788,18.8013917636459,20.4230608658575,19.2577781959175,20.3268466001653,21.0513745394611,19.1089546443957,20.0308397944284,20.8924250946174,19.9641433541209,20.0145452813645
"P4ha2",17.1415298808179,18.831609550428,17.8685624343722,18.9712340642663,17.238024573032,16.8897673243865,18.242316338265,17.8267550284893,18.9376619850938,19.0180809662214,18.4715335327861,18.6127193683664,18.4871097391289,19.6643141437629,16.3313269349571,19.1661718693334,18.1575646687393,18.250449475938,18.3959077272251,17.0997331152262,18.8973150161976,19.4571507547606,17.2597255251683,17.7680134249559,17.8065785178278,18.0133715801848,15.2069864940718
